pickup_datetime,zone_id,zone_name,full_zone_name,call_count,available_taxis
2026-04-03 20:15:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,21,4
2026-04-03 20:15:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,12,3
2026-04-03 20:15:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,5,2
2026-04-03 20:15:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,3
2026-04-03 20:15:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 20:20:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 20:20:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,10,3
2026-04-03 20:20:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,8,3
2026-04-03 20:20:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 20:20:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,21,4
2026-04-03 20:20:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,12,3
2026-04-03 20:20:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,5,2
2026-04-03 20:20:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,3
2026-04-03 20:20:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 20:25:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 20:25:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,10,3
2026-04-03 20:25:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,8,3
2026-04-03 20:25:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 20:25:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,21,4
2026-04-03 20:25:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,12,3
2026-04-03 20:25:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,5,2
2026-04-03 20:25:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,3
2026-04-03 20:25:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 20:30:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 20:30:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,10,3
2026-04-03 20:30:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,8,3
2026-04-03 20:30:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 20:30:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,21,4
2026-04-03 20:30:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,12,3
2026-04-03 20:30:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,5,2
2026-04-03 20:30:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,3
2026-04-03 20:30:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 20:35:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 20:35:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,10,3
2026-04-03 20:35:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,8,3
2026-04-03 20:35:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 20:35:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,21,4
2026-04-03 20:35:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,12,3
2026-04-03 20:35:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,5,2
2026-04-03 20:35:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,3
2026-04-03 20:35:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 20:40:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 20:40:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,10,3
2026-04-03 20:40:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,8,3
2026-04-03 20:40:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 20:40:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,20,4
2026-04-03 20:40:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,12,4
2026-04-03 20:40:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,5,2
2026-04-03 20:40:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,3
2026-04-03 20:40:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 20:45:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 20:45:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,10,3
2026-04-03 20:45:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,8,3
2026-04-03 20:45:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 20:45:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,20,4
2026-04-03 20:45:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,12,4
2026-04-03 20:45:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,2
2026-04-03 20:45:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,3
2026-04-03 20:45:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 20:50:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 20:50:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,10,3
2026-04-03 20:50:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,7,3
2026-04-03 20:50:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 20:50:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,20,4
2026-04-03 20:50:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,12,4
2026-04-03 20:50:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,2
2026-04-03 20:50:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,3
2026-04-03 20:50:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 20:55:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 20:55:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,10,4
2026-04-03 20:55:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,7,3
2026-04-03 20:55:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 20:55:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,20,4
2026-04-03 20:55:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,12,4
2026-04-03 20:55:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,2
2026-04-03 20:55:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,4
2026-04-03 20:55:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 21:00:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 21:00:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,10,4
2026-04-03 21:00:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,7,3
2026-04-03 21:00:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 21:00:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,20,4
2026-04-03 21:00:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,11,4
2026-04-03 21:00:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,2
2026-04-03 21:00:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,4
2026-04-03 21:00:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,6,3
2026-04-03 21:05:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 21:05:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,9,4
2026-04-03 21:05:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,7,3
2026-04-03 21:05:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 21:05:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,19,5
2026-04-03 21:05:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,11,4
2026-04-03 21:05:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,3
2026-04-03 21:05:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,12,4
2026-04-03 21:05:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,5,3
2026-04-03 21:10:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 21:10:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,9,4
2026-04-03 21:10:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,7,3
2026-04-03 21:10:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 21:10:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,19,5
2026-04-03 21:10:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,11,4
2026-04-03 21:10:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,3
2026-04-03 21:10:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,11,4
2026-04-03 21:10:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,5,3
2026-04-03 21:15:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 21:15:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,9,4
2026-04-03 21:15:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,7,4
2026-04-03 21:15:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 21:15:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,19,5
2026-04-03 21:15:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,11,4
2026-04-03 21:15:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,3
2026-04-03 21:15:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,11,4
2026-04-03 21:15:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,5,3
2026-04-03 21:20:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 21:20:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,9,4
2026-04-03 21:20:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,7,4
2026-04-03 21:20:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,6,3
2026-04-03 21:20:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,18,5
2026-04-03 21:20:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,11,4
2026-04-03 21:20:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,3
2026-04-03 21:20:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,11,4
2026-04-03 21:20:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,5,3
2026-04-03 21:25:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 21:25:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,9,4
2026-04-03 21:25:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,7,4
2026-04-03 21:25:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,5,3
2026-04-03 21:25:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,18,5
2026-04-03 21:25:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,10,4
2026-04-03 21:25:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,3
2026-04-03 21:25:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,11,4
2026-04-03 21:25:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,5,3
2026-04-03 21:30:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,5,3
2026-04-03 21:30:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,8,4
2026-04-03 21:30:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,6,4
2026-04-03 21:30:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,5,4
2026-04-03 21:30:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,17,5
2026-04-03 21:30:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,10,4
2026-04-03 21:30:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,3
2026-04-03 21:30:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,11,4
2026-04-03 21:30:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,5,3
2026-04-03 21:35:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,4,3
2026-04-03 21:35:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,8,4
2026-04-03 21:35:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,6,4
2026-04-03 21:35:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,5,4
2026-04-03 21:35:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,17,5
2026-04-03 21:35:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,10,4
2026-04-03 21:35:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,3
2026-04-03 21:35:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,10,4
2026-04-03 21:35:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,5,3
2026-04-03 21:40:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,4,3
2026-04-03 21:40:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,8,4
2026-04-03 21:40:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,6,4
2026-04-03 21:40:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,5,4
2026-04-03 21:40:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,17,5
2026-04-03 21:40:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,10,5
2026-04-03 21:40:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,3
2026-04-03 21:40:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,10,4
2026-04-03 21:40:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,5,3
2026-04-03 21:45:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,4,3
2026-04-03 21:45:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,8,4
2026-04-03 21:45:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,6,4
2026-04-03 21:45:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,5,4
2026-04-03 21:45:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,16,5
2026-04-03 21:45:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,9,5
2026-04-03 21:45:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,4,3
2026-04-03 21:45:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,10,4
2026-04-03 21:45:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,5,3
2026-04-03 21:50:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,4,3
2026-04-03 21:50:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,8,4
2026-04-03 21:50:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,6,4
2026-04-03 21:50:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,5,4
2026-04-03 21:50:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,16,5
2026-04-03 21:50:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,9,5
2026-04-03 21:50:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,3,3
2026-04-03 21:50:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,9,4
2026-04-03 21:50:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,4,3
2026-04-03 21:55:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,4,3
2026-04-03 21:55:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,7,4
2026-04-03 21:55:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,6,4
2026-04-03 21:55:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,5,4
2026-04-03 21:55:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,15,5
2026-04-03 21:55:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,9,5
2026-04-03 21:55:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,3,3
2026-04-03 21:55:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,9,4
2026-04-03 21:55:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,4,3
2026-04-03 22:00:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,4,3
2026-04-03 22:00:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,7,4
2026-04-03 22:00:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,5,4
2026-04-03 22:00:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,4,4
2026-04-03 22:00:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,15,5
2026-04-03 22:00:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,9,5
2026-04-03 22:00:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,3,3
2026-04-03 22:00:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,9,4
2026-04-03 22:00:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,4,3
2026-04-03 22:05:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,4,3
2026-04-03 22:05:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,7,4
2026-04-03 22:05:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,5,4
2026-04-03 22:05:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,4,4
2026-04-03 22:05:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,14,5
2026-04-03 22:05:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,8,5
2026-04-03 22:05:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,3,3
2026-04-03 22:05:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,9,4
2026-04-03 22:05:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,4,3
2026-04-03 22:10:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,4,3
2026-04-03 22:10:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,7,4
2026-04-03 22:10:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,5,4
2026-04-03 22:10:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,4,4
2026-04-03 22:10:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,14,5
2026-04-03 22:10:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,8,5
2026-04-03 22:10:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,3,3
2026-04-03 22:10:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,8,4
2026-04-03 22:10:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,4,3
2026-04-03 22:15:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,4,3
2026-04-03 22:15:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,7,4
2026-04-03 22:15:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,5,4
2026-04-03 22:15:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,4,4
2026-04-03 22:15:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,14,5
2026-04-03 22:15:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,8,4
2026-04-03 22:15:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,3,3
2026-04-03 22:15:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,8,4
2026-04-03 22:15:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,4,3
2026-04-03 22:20:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,3,3
2026-04-03 22:20:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,6,4
2026-04-03 22:20:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,5,4
2026-04-03 22:20:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,4,4
2026-04-03 22:20:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,13,5
2026-04-03 22:20:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,8,4
2026-04-03 22:20:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,3,3
2026-04-03 22:20:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,8,4
2026-04-03 22:20:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,4,3
2026-04-03 22:25:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,3,3
2026-04-03 22:25:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,6,4
2026-04-03 22:25:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,5,4
2026-04-03 22:25:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,4,3
2026-04-03 22:25:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,13,5
2026-04-03 22:25:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,7,4
2026-04-03 22:25:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,3,3
2026-04-03 22:25:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,8,4
2026-04-03 22:25:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,4,3
2026-04-03 22:30:00,A1,Yeoksam NW Office,Yeoksam 3x3 A1 - Teheran-ro west office cluster,3,3
2026-04-03 22:30:00,A2,Teheran West,Yeoksam 3x3 A2 - Teheran corridor approach,6,4
2026-04-03 22:30:00,A3,Teheran East,Yeoksam 3x3 A3 - Teheran east office cluster,5,4
2026-04-03 22:30:00,B1,Yeoksam West,Yeoksam 3x3 B1 - Residential and side-street pickup area,4,3
2026-04-03 22:30:00,B2,Gangnam Station Core,Yeoksam 3x3 B2 - Primary hotspot around Gangnam Station,12,5
2026-04-03 22:30:00,B3,Yeoksam East Commercial,Yeoksam 3x3 B3 - Commercial pickup spillover,7,4
2026-04-03 22:30:00,C1,Yeoksam SW,Yeoksam 3x3 C1 - Lower-demand residential zone,3,3
2026-04-03 22:30:00,C2,Gangnam-daero South,Yeoksam 3x3 C2 - Secondary hotspot toward main boulevard,8,4
2026-04-03 22:30:00,C3,Yeoksam SE,Yeoksam 3x3 C3 - Mixed office-residential zone,4,3
